JOB_ID,COMPANY,POST_DATE,SALARY,LOCATION,CITY,STATE,STATE_LONG,ZIP,TITLE,MODIFY_TIMESTAMP
823218856954137,US Defense Contract Management Agency,2023-01-28,119833.0,Temporarily Remote in Linthicum| MD,Temporarily Remote in Linthicum,MD,Maryland,21090,Interdisciplinary Engineer,2023-02-14 20:30:37.328
823218857001628,Sterling St James LLC,2023-01-28,100000.0,Richfield| WI,Richfield,WI,Wisconsin,53076,Mechanical Heat Transfer Sales Quoting Application Engineer  8090K30K,2023-03-17 09:30:37.706
823218857263608,Citizens,2023-01-30,108187.0,Albany| NY 12227,Albany,NY,New York,12227,Software Engineer II,2023-02-03 08:30:37.617
823218857279432,CyberCoders,2023-01-30,165000.0,Remote in Boston| MA 02210,Remote in Boston,MA,Massachusetts,2210,REMOTE Senior DevOps Engineer  Startup AWS Docker CICD,2023-02-03 06:30:42.183
823218857462728,Cigna,2023-01-31,162500.0,Remote in Hartford| CT 06152,Remote in Hartford,CT,Connecticut,6152,Lead Software Engineer,2023-02-14 18:30:38.984
823218857581426,ECCO Select,2023-01-31,82400.0,Philadelphia| PA,Philadelphia,PA,Pennsylvania,19019,EDI Developer,2023-02-27 11:30:37.629
823218858101466,Latitude Inc.,2023-01-31,107500.0,Melbourne| FL,Melbourne,FL,Florida,32901,ManufacturingIndustrial Engineer,2023-02-02 09:30:37.793
823218857875365,University of Maryland Medical System,2023-02-01,62500.0,Linthicum| MD 21090,Linthicum,MD,Maryland,21090,Reimbursement Analyst Hybrid HomeOffice,2023-02-09 21:30:37.467
823218858318765,Eastridge,2023-02-02,135200.0,Newark| CA 94560,Newark,CA,California,94560,HW Security PenTesting Engineer,2023-02-20 11:30:37.682
823218858643740,Hotel Equities,2023-02-03,43000.0,St. Louis| MO,St. Louis,MO,Missouri,63043,Chief Engineer,2023-04-02 09:30:37.209
823218858756610,BP,2023-02-03,107500.0,Whiting| IN 46394,Whiting,IN,Indiana,46394,Mechanical Engineer III,2023-02-08 10:30:40.771
823218858669576,INTEL,2023-02-03,215840.0,Hybrid remote in San Carlos| CA 94070,Hybrid remote in San Carlos,CA,California,94070,Product Manager Intel Cloud Core Service Development,2023-02-03 17:30:37.725
823218858821788,Insight Global,2023-02-03,112500.0,Plano| TX 75023,Plano,TX,Texas,75023,Sr Analyst,2023-02-08 11:30:37.560
823218859084440,Tech Observer,2023-02-04,77500.0,Houston| TX,Houston,TX,Texas,77001,Product Engineer,2023-02-07 14:30:37.625
823218859105264,Curology,2023-02-04,80000.0,Remote in St. Louis| MO,Remote in St. Louis,MO,Missouri,63101,Business Operations Analyst Customer Analytics,2023-02-07 16:30:37.483
823218859189711,Deloitte,2023-02-04,152500.0,Tulsa| OK 74136,Tulsa,OK,Oklahoma,74136,Lead DevOps Engineer,2023-02-27 23:30:37.430
823218859214318,Snowflake,2023-02-04,192375.0,Remote in Arkansas,Remote in Arkansas,Unknown,Unknown,0,Senior Sales Engineer Healthcare,2023-02-27 20:30:37.906
823218859261869,Revel IT,2023-02-04,142500.0,Columbus| OH,Columbus,OH,Ohio,43085,Infrastructure Architect  Hybrid  908353,2023-02-27 21:30:37.779
823218859479538,CyberCoders,2023-02-06,155000.0,Remote in Austin| TX 78703,Remote in Austin,TX,Texas,78703,Remote Frontend Engineer,2023-02-09 17:30:37.759
823218859524910,Hydro,2023-02-06,47500.0,The Dalles| OR 97058,The Dalles,OR,Oregon,97058,PLC Engineer,2023-03-08 23:30:37.802
823218859616475,Data Network Services,2023-02-07,60500.0,Richmond| VA 23230| ,Richmond,VA,Virginia,23230,Network Systems Administrator  IT Field Engineer,2023-02-17 15:30:37.488
823218859626175,Dearborn Midwest Company LLC,2023-02-07,59500.0,Taylor| MI 48180,Taylor,MI,Michigan,48180,Mechanical Design Engineer,2023-02-14 03:30:37.541
823218859714115,Synovus,2023-02-07,92500.0,Remote in Atlanta| GA 30339,Remote in Atlanta,GA,Georgia,30339,Sr DataReporting Analyst  Remote,2023-03-15 07:30:37.569
823218859761961,ePlus,2023-02-07,145600.0,Remote in Dulles| VA,Remote in Dulles,VA,Virginia,20101,Cloud Security Engineer Dulles VA,2023-02-26 04:30:37.669
823218859765397,Fidelity Investments,2023-02-07,120000.0,Durham| NC 27701,Durham,NC,North Carolina,27701,Senior Full Stack Engineer,2023-02-09 05:30:37.466
823218860151677,Nebraska State Government,2023-02-07,38500.0,Lincoln| NE 68501,Lincoln,NE,Nebraska,68501,Environmental Health Scientist I or III  Environmental Safety,2023-03-01 09:30:38.203
823218859879265,Thermo Fisher Scientific,2023-02-07,179000.0,Remote in Minnesota,Remote in Minnesota,Unknown,Unknown,0,Software Engineering Manager  DevOps US Remote,2023-02-12 06:30:37.707
823218859932041,The AD Leaf Marketing Firm LLC.,2023-02-08,36400.0,Melbourne| FL 32935,Melbourne,FL,Florida,32935,Front End Web Developer with SEO Knowledge,2023-03-02 11:20:53.913
823218859993256,vagus,2023-02-08,99148.0,Orange| CA,Orange,CA,California,92613,Java Developer,2023-03-11 01:30:37.700
823218860025569,Public Consulting Group,2023-02-08,127500.0,Remote in United States,Remote in United States,Unknown,Unknown,0,IT Project Manager  PMP,2023-03-21 05:30:38.106
823218860100697,Intellibus,2023-02-08,145600.0,Dallas| TX,Dallas,TX,Texas,75201,Software Engineer,2023-02-14 08:30:37.595
823218860369866,Dynata,2023-02-09,89500.0,Plano| TX,Plano,TX,Texas,75023,Senior QA Engineer,2023-02-24 03:30:37.437
823218860393367,Dubow Textile| Inc.,2023-02-09,41600.0,Saint Cloud| MN 56304| ,Saint Cloud,MN,Minnesota,56304,Program Developer,2023-03-02 04:30:37.643
823218918881657,Duolingo,2023-10-26,210750.0,Seattle| WA,Seattle,WA,Washington,98060,Senior iOS Software Engineer,2024-02-13 22:00:23.793
823218920279649,NYC Careers,2023-11-03,99000.0,Manhattan| NY 10005| ,Manhattan,NY,New York,10005,Data Security Engineer,2024-02-12 22:00:23.871
823218924510780,Rite Pros,2023-11-06,147500.0,Portland| ME 04101| ,Portland,ME,Maine,4101,Data Architect,2024-02-13 03:30:24.057
823218920725951,AeroVironment,2023-11-07,112500.0,Simi Valley| CA,Simi Valley,CA,California,93062,People  Culture Compliance Analyst,2024-02-13 02:00:24.255
823218924694226,Xylem,2023-11-07,65500.0,Charlotte| NC 28273| ,Charlotte,NC,North Carolina,28273,Associate Application Engineer,2024-02-13 06:30:24.405
823218924694226,Xylem,2023-11-07,65500.0,Charlotte| NC 28273| ,Charlotte,NC,North Carolina,28273,Associate Application Engineer,2024-02-13 22:30:23.962
823218924694226,Xylem,2023-11-07,65500.0,Charlotte| NC 28273| ,Charlotte,NC,North Carolina,28273,Associate Application Engineer,2024-02-14 10:00:24.102
823218924807277,Messer North America| Inc.,2023-11-08,115666.0,Houston| TX 77084,Houston,TX,Texas,77084,Senior Controls Engineer,2024-02-13 08:30:24.028
823218924807277,Messer North America| Inc.,2023-11-08,115666.0,Houston| TX 77084,Houston,TX,Texas,77084,Senior Controls Engineer,2024-02-13 16:30:24.148
823218924807277,Messer North America| Inc.,2023-11-08,115666.0,Houston| TX 77084,Houston,TX,Texas,77084,Senior Controls Engineer,2024-02-14 14:30:24.088
823218924845102,Tesla,2023-11-09,151666.0,Palo Alto| CA,Palo Alto,CA,California,94301,Sr Materials Engineer Polymers,2024-02-13 20:30:24.030
823218924845102,Tesla,2023-11-09,151666.0,Palo Alto| CA,Palo Alto,CA,California,94301,Sr Materials Engineer Polymers,2024-02-14 10:30:23.718
823218921251791,Garver,2023-11-09,78000.0,Fort Worth| TX 76106| ,Fort Worth,TX,Texas,76106,Aviation Project Engineer,2024-02-13 11:30:24.081
823218921251791,Garver,2023-11-09,78000.0,Fort Worth| TX 76106| ,Fort Worth,TX,Texas,76106,Aviation Project Engineer,2024-02-13 20:30:24.030
823218925101776,Cadence Design Systems,2023-11-09,210000.0,San Jose| CA,San Jose,CA,California,95101,Sr Principal Software Developer VirtuosoSKILL programming,2024-02-13 00:30:23.878
823218925101776,Cadence Design Systems,2023-11-09,210000.0,San Jose| CA,San Jose,CA,California,95101,Sr Principal Software Developer VirtuosoSKILL programming,2024-02-13 20:30:24.030
823218925101776,Cadence Design Systems,2023-11-09,210000.0,San Jose| CA,San Jose,CA,California,95101,Sr Principal Software Developer VirtuosoSKILL programming,2024-02-14 10:30:23.718
823218925137898,MojoTech,2023-11-10,147500.0,Remote,Remote,Unknown,Unknown,0,Senior Software Engineer,2024-02-13 04:30:24.007
823218921540450,Fox Corporation,2023-11-11,147500.0,Los Angeles| CA 90025| ,Los Angeles,CA,California,90025,Software Development Engineer in TEST SDET,2024-02-13 10:00:23.940
823218925265962,Herdt Consulting Inc,2023-11-11,100277.0,Hybrid work in Washington| DC 20001,Hybrid work in Washington,Unknown,Unknown,20001,Level III Business Systems Analyst Hybrid Remote,2024-02-13 22:00:23.793
823218925325154,Credence Management Solutions| LLC,2023-11-12,129000.0,Wpafb| OH 45433,Wpafb,OH,Ohio,45433,Senior IntegrationTest Engineer MQ9,2024-02-12 23:30:23.934
823218921801718,Laserfiche,2023-11-14,100813.0,Hybrid remote,Hybrid remote,Unknown,Unknown,0,Software Support Engineer,2024-02-13 03:30:24.057
823218921801718,Laserfiche,2023-11-14,100813.0,Hybrid remote,Hybrid remote,Unknown,Unknown,0,Software Support Engineer,2024-02-13 14:30:23.925
823218925813532,Boston University,2023-11-17,86100.0,Boston| MA 02215| ,Boston,MA,Massachusetts,2215,BUSINESS AFFAIRS ANALYST Business Affairs,2024-02-13 14:00:24.280
823218926006974,East Carolina University,2023-11-17,76843.0,Greenville| NC,Greenville,NC,North Carolina,27833,CFS Business Analyst Clinical Financial Services,2024-02-12 12:30:24.274
823218926006974,East Carolina University,2023-11-17,76843.0,Greenville| NC,Greenville,NC,North Carolina,27833,CFS Business Analyst Clinical Financial Services,2024-02-13 16:30:24.148
823218926006974,East Carolina University,2023-11-17,76843.0,Greenville| NC,Greenville,NC,North Carolina,27833,CFS Business Analyst Clinical Financial Services,2024-02-14 11:30:23.935
823218922535002,Parsons,2023-11-18,122227.0,Houston| TX 77077| ,Houston,TX,Texas,77077,Electrical Engineer,2024-02-13 08:30:24.028
823218922535002,Parsons,2023-11-18,122227.0,Houston| TX 77077| ,Houston,TX,Texas,77077,Electrical Engineer,2024-02-13 16:30:24.148
823218922535002,Parsons,2023-11-18,122227.0,Houston| TX 77077| ,Houston,TX,Texas,77077,Electrical Engineer,2024-02-14 04:30:23.796
823218924989969,Segula Technologies,2023-11-18,91666.0,Lexington| SC,Lexington,SC,South Carolina,29071,Automation Engineer,2024-02-12 22:00:23.871
823218924989969,Segula Technologies,2023-11-18,91666.0,Lexington| SC,Lexington,SC,South Carolina,29071,Automation Engineer,2024-02-13 12:30:24.230
823218924989969,Segula Technologies,2023-11-18,91666.0,Lexington| SC,Lexington,SC,South Carolina,29071,Automation Engineer,2024-02-14 03:30:23.845
823218925029781,Lathem Time,2023-11-18,102500.0,Atlanta| GA 30339,Atlanta,GA,Georgia,30339,Xamarin App Developer,2024-02-12 18:00:24.141
823218926435018,SMA| Inc.,2023-11-19,228750.0,Washington| DC 20003| ,Washington,Unknown,Unknown,20003,Materials Scientist  Engineer,2024-02-12 18:30:24.112
823218926435018,SMA| Inc.,2023-11-19,228750.0,Washington| DC 20003| ,Washington,Unknown,Unknown,20003,Materials Scientist  Engineer,2024-02-14 02:30:23.947
823218927167788,California Air Resources Board,2023-11-23,74500.0,Hybrid work in Sacramento| CA 95814,Hybrid work in Sacramento,CA,California,95814,Performance Management Analyst  Hybrid Telework,2024-02-13 22:30:23.962
823218927539258,Rigaku,2023-11-29,87100.0,The Woodlands| TX,The Woodlands,TX,Texas,77354,Applications Scientist XRF,2024-02-14 06:00:23.827
823218923884072,Aspirus,2023-12-01,61450.0,Wausau| WI 54401,Wausau,WI,Wisconsin,54401,Application Analyst,2024-02-13 03:30:24.057
823218923884072,Aspirus,2023-12-01,61450.0,Wausau| WI 54401,Wausau,WI,Wisconsin,54401,Application Analyst,2024-02-13 16:30:24.148
823218923884072,Aspirus,2023-12-01,61450.0,Wausau| WI 54401,Wausau,WI,Wisconsin,54401,Application Analyst,2024-02-14 11:30:23.935
823218924774152,Family Christian Health Center,2023-12-07,54200.0,Harvey| IL 60426,Harvey,IL,Illinois,60426,340B Program Analyst,2024-02-12 23:30:23.934
823218928222925,Cardiovascular Institute of San Diego| Inc.,2023-12-09,158974.0,San Diego| CA,San Diego,CA,California,92101,Healthcare AI Director,2024-02-13 06:30:24.405
823218928222925,Cardiovascular Institute of San Diego| Inc.,2023-12-09,158974.0,San Diego| CA,San Diego,CA,California,92101,Healthcare AI Director,2024-02-13 18:00:23.868
823218928222925,Cardiovascular Institute of San Diego| Inc.,2023-12-09,158974.0,San Diego| CA,San Diego,CA,California,92101,Healthcare AI Director,2024-02-14 11:30:23.935
823218926698886,Qualitrol Company,2023-12-15,111500.0,Fairport| NY 14450,Fairport,NY,New York,14450,Sr Manufacturing Process Engineer,2024-02-13 08:30:24.028
823218926698886,Qualitrol Company,2023-12-15,111500.0,Fairport| NY 14450,Fairport,NY,New York,14450,Sr Manufacturing Process Engineer,2024-02-13 16:30:24.148
823218926698886,Qualitrol Company,2023-12-15,111500.0,Fairport| NY 14450,Fairport,NY,New York,14450,Sr Manufacturing Process Engineer,2024-02-14 02:30:23.947
823218929453701,Integris Health,2023-12-15,65750.0,Oklahoma City| OK,Oklahoma City,OK,Oklahoma,73100,Legal Operations and Data Management Consultant,2024-02-12 23:30:23.934
823218929453701,Integris Health,2023-12-15,65750.0,Oklahoma City| OK,Oklahoma City,OK,Oklahoma,73100,Legal Operations and Data Management Consultant,2024-02-13 23:30:23.814
823218927404726,Sargent & Lundy,2023-12-19,125944.0,Chattanooga| TN 37402| ,Chattanooga,TN,Tennessee,37402,HVAC Engineer Project Lead Hybrid,2024-02-13 10:00:23.940
823218927404726,Sargent & Lundy,2023-12-19,125944.0,Chattanooga| TN 37402| ,Chattanooga,TN,Tennessee,37402,HVAC Engineer Project Lead Hybrid,2024-02-13 14:00:24.280
823218929899548,Solution Sources Programming,2023-12-19,122500.0,San Jose| CA 95112| ,San Jose,CA,California,95112,LabVIEW and TestStand Developer,2024-02-13 03:30:24.057
823218926428130,Halff,2023-12-19,85833.0,Frisco| TX 75034,Frisco,TX,Texas,75034,Transportation Civil Engineer,2024-02-13 06:30:24.405
823218926428130,Halff,2023-12-19,85833.0,Frisco| TX 75034,Frisco,TX,Texas,75034,Transportation Civil Engineer,2024-02-13 22:30:23.962
823218926428130,Halff,2023-12-19,85833.0,Frisco| TX 75034,Frisco,TX,Texas,75034,Transportation Civil Engineer,2024-02-14 11:30:23.935
823218926428130,Halff,2023-12-19,85833.0,Frisco| TX 75034,Frisco,TX,Texas,75034,Transportation Civil Engineer,2024-02-14 12:30:23.973
823218926584286,FIS Global,2023-12-20,75590.0,Cincinnati| OH 45249,Cincinnati,OH,Ohio,45249,Worldpay Financial Analyst Sr Specialist  Strat Fin,2024-02-12 18:00:24.141
823218930376863,Slesha,2023-12-23,102500.0,Irving| TX 75039,Irving,TX,Texas,75039,JOB ID 10864 Devops Engineer,2024-02-12 23:30:23.934
823218930857128,Power Plant Services,2023-12-25,107500.0,Melrose Park| IL 60160,Melrose Park,IL,Illinois,60160,Sr Mechanical Engineer,2024-02-12 23:30:23.934
823218930857128,Power Plant Services,2023-12-25,107500.0,Melrose Park| IL 60160,Melrose Park,IL,Illinois,60160,Sr Mechanical Engineer,2024-02-13 23:30:23.814
823218930857128,Power Plant Services,2023-12-25,107500.0,Melrose Park| IL 60160,Melrose Park,IL,Illinois,60160,Sr Mechanical Engineer,2024-02-14 03:30:23.845
823218930857128,Power Plant Services,2023-12-25,107500.0,Melrose Park| IL 60160,Melrose Park,IL,Illinois,60160,Sr Mechanical Engineer,2024-02-14 14:30:24.088
823218931034316,Superior Essex,2023-12-25,86300.0,Fort Wayne| IN 46802| ,Fort Wayne,IN,Indiana,46802,Controls Engineer,2024-02-13 08:30:24.028
823218931034316,Superior Essex,2023-12-25,86300.0,Fort Wayne| IN 46802| ,Fort Wayne,IN,Indiana,46802,Controls Engineer,2024-02-13 23:30:23.814
823218931034316,Superior Essex,2023-12-25,86300.0,Fort Wayne| IN 46802| ,Fort Wayne,IN,Indiana,46802,Controls Engineer,2024-02-14 00:30:24.075
823218931644453,Hyundai America Technical Center| Inc. (HATCI),2023-12-27,79833.0,Hybrid work in Township of Superior| MI 48198,Hybrid work in Township of Superior,MI,Michigan,48198,Closure Systems Engineer  EII,2024-02-13 08:30:24.028
823218927487869,California Air Resources Board,2023-12-28,122500.0,Hybrid work in Sacramento| CA 95814,Hybrid work in Sacramento,CA,California,95814,Enterprise Architect,2024-02-13 11:30:24.081
823218927487869,California Air Resources Board,2023-12-28,122500.0,Hybrid work in Sacramento| CA 95814,Hybrid work in Sacramento,CA,California,95814,Enterprise Architect,2024-02-14 04:30:23.796
823218930196862,BirdEye Inc India,2023-12-29,111277.0,United States,United States,Unknown,Unknown,0,Salesforce Product Owner  Business Analyst,2024-02-12 14:00:23.991
823218930196862,BirdEye Inc India,2023-12-29,111277.0,United States,United States,Unknown,Unknown,0,Salesforce Product Owner  Business Analyst,2024-02-13 16:30:24.148
823218930196862,BirdEye Inc India,2023-12-29,111277.0,United States,United States,Unknown,Unknown,0,Salesforce Product Owner  Business Analyst,2024-02-14 10:30:23.718
823218930196862,BirdEye Inc India,2023-12-29,111277.0,United States,United States,Unknown,Unknown,0,Salesforce Product Owner  Business Analyst,2024-02-14 15:30:24.237
823218932159123,My Sherpa,2023-12-30,86500.0,Wilmington| DE,Wilmington,DE,Delaware,19801,Engineer Level III,2024-02-13 11:30:24.081
823218932159123,My Sherpa,2023-12-30,86500.0,Wilmington| DE,Wilmington,DE,Delaware,19801,Engineer Level III,2024-02-13 18:00:23.868
823218932159123,My Sherpa,2023-12-30,86500.0,Wilmington| DE,Wilmington,DE,Delaware,19801,Engineer Level III,2024-02-14 12:30:23.973
823218927590816,Evolver Inc,2023-12-30,142500.0,San Francisco| CA 94104| ,San Francisco,CA,California,94104,Executive IT Support Specialist,2024-02-13 10:30:24.033
823218927590816,Evolver Inc,2023-12-30,142500.0,San Francisco| CA 94104| ,San Francisco,CA,California,94104,Executive IT Support Specialist,2024-02-13 22:30:23.962
