skill,link,image_link,partner,title,course_skill,rating,num_review,difficulty,course_type,duration
data analysis,https://www.coursera.org/learn/data-analysis-with-tableau-public,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/c5/46399c0894489484428258ff9dc1a3/1080x1080-Course-7_-Data-Analysis-Public.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Tableau Learning Partner,Data Analysis with Tableau,"['Exploratory Data Analysis', 'Tableau Software', 'Statistical Visualization', 'Data Analysis', 'Descriptive Statistics', 'Predictive Analytics', 'Data Processing', 'Box Plots', 'Statistical Analysis', 'Data Cleansing', 'Scatter Plots', 'Data Visualization Software', 'Trend Analysis', 'Analytics', 'Histogram', 'Data Transformation', 'Business Analytics', 'Data Manipulation', 'Regression Analysis', 'Correlation Analysis']",4.4,78,Beginner,Course,1 - 4 Weeks
data analysis,https://www.coursera.org/learn/data-analysis-visualization-foundations-assessment,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/25/004e80abb54748a4d9f901f269a70e/Data-Analytics-and-Visualization-Foundations-Specialization-Assessment-Image.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,IBM,Assessment for Data Analysis and Visualization Foundations,"['Data Mining', 'Dashboard', 'Data Collection', 'Microsoft Excel', 'Data Quality', 'Data Cleansing', 'Data Analysis', 'Data Visualization Software', 'Spreadsheet Software', 'IBM Cognos Analytics', 'Exploratory Data Analysis', 'Pivot Tables And Charts', 'Data Wrangling']",4.6,278,Beginner,Course,1 - 4 Weeks
data analysis,https://www.coursera.org/specializations/cloudera-big-data-analysis-sql,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e0/9258906e4b11e88932d773ab868ede/GettyImages-835871924_medium_cdaSpec_square.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Cloudera,Modern Big Data Analysis with SQL,"['Database Design', 'SQL', 'Apache Hive', 'Relational Databases', 'Databases', 'Database Management', 'Big Data', 'Database Systems', 'MySQL', 'Data Management', 'Query Languages', 'Amazon S3', 'Data Storage Technologies', 'Operational Databases', 'Cloud Storage', 'Analytics', 'Data Import/Export', 'Performance Tuning', 'Apache Hadoop', 'PostgreSQL']",4.7,1400,Beginner,Specialization,3 - 6 Months
data analysis,https://www.coursera.org/learn/preparing-data-for-analysis-with-microsoft-excel,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f7/7cf8ba25554515af9817c327cfb4bc/Course-3.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Microsoft,Preparing  Data for Analysis with Microsoft Excel,"['Excel Formulas', 'Microsoft Excel', 'Spreadsheet Software', 'Power BI', 'Microsoft Power Platform', 'Data Analysis', 'Pivot Tables And Charts', 'Data Cleansing', 'Data Manipulation']",4.7,4200,Beginner,Course,1 - 4 Weeks
data analysis,https://www.coursera.org/learn/python-for-applied-data-science-ai,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/fc/c1b8dfbac740999b6256aca490de43/Python-Image.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,IBM,"Python for Data Science, AI & Development","['Jupyter', 'Automation', 'Web Scraping', 'Python Programming', 'Data Manipulation', 'Data Import/Export', 'Scripting', 'Data Structures', 'Data Processing', 'Data Collection', 'Application Programming Interface (API)', 'Pandas (Python Package)', 'Programming Principles', 'NumPy', 'Object Oriented Programming (OOP)', 'Computer Programming']",4.6,41000,Beginner,Course,1 - 3 Months
data analysis,https://www.coursera.org/learn/data-analysis-with-spreadsheets-and-sql,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/76/bd563a41474d8e91932a98f56de86c/Logo_5.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Meta,Data Analysis with Spreadsheets and SQL,"['Data Visualization Software', 'Spreadsheet Software', 'Correlation Analysis', 'Google Sheets', 'Dashboard', 'Data Analysis', 'Data Storytelling', 'Tableau Software', 'Descriptive Statistics', 'Data Cleansing', 'Marketing Analytics', 'Exploratory Data Analysis', 'Excel Formulas', 'Data Manipulation', 'Statistical Analysis', 'SQL']",4.6,206,Beginner,Course,1 - 3 Months
data analysis,https://www.coursera.org/professional-certificates/microsoft-genai-for-data-analysis,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a0/10906034fe45cb9f9427d30a15738b/Professional_Certificate_Navigation_image.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Microsoft,Microsoft Generative AI for Data Analysis,"['Data Storytelling', 'Data Presentation', 'Dashboard', 'Interactive Data Visualization', 'Generative AI', 'Data Visualization', 'Infographics', 'Anomaly Detection', 'Excel Formulas', 'Predictive Modeling', 'Data Ethics', 'Data Visualization Software', 'Data Quality', 'Business Reporting', 'Risk Analysis', 'Text Mining', 'Risk Management', 'Report Writing', 'Data Pipelines', 'Data Cleansing']",4.3,48,Intermediate,Professional Certificate,3 - 6 Months
data analysis,https://www.coursera.org/projects/covid19-data-analysis-using-python,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/fe/5d9694837644548cebd9ba4f7261f1/logo.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Coursera Project Network,COVID19 Data Analysis Using Python,"['Correlation Analysis', 'Seaborn', 'Data Cleansing', 'Data Visualization', 'Statistical Analysis', 'Data Manipulation', 'Data Analysis', 'Exploratory Data Analysis', 'Pandas (Python Package)', 'Data Integration', 'Python Programming']",4.5,2000,Intermediate,Guided Project,Less Than 2 Hours
data analysis,https://www.coursera.org/specializations/data-analysis,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/Wesleyan_DataAnalysis_Istock41296982.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Wesleyan University,Data Analysis and Interpretation,"['Regression Analysis', 'Data Storytelling', 'Classification And Regression Tree (CART)', 'Statistical Hypothesis Testing', 'Descriptive Statistics', 'Data Presentation', 'Statistical Analysis', 'Statistical Software', 'Correlation Analysis', 'Exploratory Data Analysis', 'Data Manipulation', 'Decision Tree Learning', 'Data Management', 'Statistical Machine Learning', 'Statistical Programming', 'Data Analysis', 'Random Forest Algorithm', 'Research Reports', 'Statistical Methods', 'Statistical Modeling']",4.4,1400,Beginner,Specialization,3 - 6 Months
data analysis,https://www.coursera.org/learn/excel-data-analysis-fundamentals,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/0b/1c4d0a4b5140e497bd28ab1660cb85/04-Fundamentals.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Macquarie University,Excel Fundamentals for Data Analysis,"['Excel Formulas', 'Microsoft Excel', 'Data Cleansing', 'Data Manipulation', 'Data Transformation', 'Data Validation', 'Data Analysis', 'Pivot Tables And Charts', 'Automation']",4.8,4000,Intermediate,Course,1 - 3 Months
data analysis,https://www.coursera.org/learn/data-analysis-r,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8f/d818b92890422fb742307e1dd0290a/Data-Analysis-with-R-Programing.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320,Google,Data Analysis with R Programming,"['Rmarkdown', 'Ggplot2', 'R Programming', 'Data Visualization', 'Data Analysis', 'Statistical Visualization', 'Tidyverse (R Package)', 'Statistical Programming', 'Data Cleansing', 'Data Manipulation', 'Programming Principles', 'Integrated Development Environments', 'Data Import/Export']",4.8,11000,Beginner,Course,1 - 3 Months
data analysis,https://www.coursera.org/projects/data-analysis-using-pyspark,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/87/3c5219cb5a42d7878e18df16e0ae5e/logo.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Coursera Project Network,Data Analysis Using Pyspark,"['PySpark', 'Matplotlib', 'Apache Spark', 'Big Data', 'Data Processing', 'Distributed Computing', 'Data Management', 'Data Visualization', 'Data Analysis', 'Data Manipulation', 'Data Cleansing', 'Query Languages', 'Google Cloud Platform']",4.5,298,Intermediate,Guided Project,Less Than 2 Hours
data analysis,https://www.coursera.org/learn/analyze-data,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/94/fc7cea2c9f47aab0b8161a0775e972/Analyze-Data-to-Answer-Questions.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320,Google,Analyze Data to Answer Questions,"['Data Validation', 'Spreadsheet Software', 'Data Analysis', 'Data Manipulation', 'Excel Formulas', 'Query Languages', 'Pivot Tables And Charts', 'SQL', 'Data Transformation', 'Database Management', 'Data Import/Export', 'Constructive Feedback']",4.6,12000,Beginner,Course,1 - 4 Weeks
data analysis,https://www.coursera.org/learn/data-analysis-tools,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/79/bac65036f111e5af19a540c5c3116f/big-dataY.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Wesleyan University,Data Analysis Tools,"['Statistical Hypothesis Testing', 'Statistical Analysis', 'Statistical Software', 'Correlation Analysis', 'Statistical Programming', 'SAS (Software)', 'Analysis', 'Data Analysis', 'Statistical Methods', 'Probability & Statistics', 'Analytical Skills', 'Regression Analysis', 'Data Management']",4.5,414,Mixed,Course,1 - 4 Weeks
