skill,link,image_link,partner,title,description,rating,num_review,duration,price,difficulty_numeric,course_type,wilson_score,difficulty
agile,https://www.coursera.org/specializations/ibm-intro-machine-learning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/8d/bb77a93c14433cb346ef97f5425c0a/ML_Graphic.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,IBM,IBM Introduction to Machine Learning,"list Exploratory Data Analysis, Unsupervised Learning, Supervised Learning, Feature Engineering, Dimensionality Reduction, Data Cleansing, Applied Machine Learning, Data Access, Regression Analysis, Data Analysis, Machine Learning, Statistical Inference, Statistical Hypothesis Testing, Data Quality, Machine Learning Algorithms, Classification And Regression Tree (CART), Scikit Learn (Machine Learning Library), Probability & Statistics, Jupyter, Predictive Modeling",4.6,2800,120.0,47.99,2.0,Course,0.9097092376824588,2.0
agile,https://www.coursera.org/learn/machine-learning-business-professionals,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/dc/baa94699e3438ca23e8be683f83591/machine-learning-business_icon.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Google Cloud,Managing Machine Learning Projects with Google Cloud,"list Data Ethics, Google Cloud Platform, Applied Machine Learning, Image Analysis, Machine Learning, Computer Vision, Data Strategy, Business Ethics, Data Governance, Analytical Skills, Feasibility Studies, Business Analysis, Project Management Life Cycle, Business Intelligence",4.6,3700,40.0,16.99,1.0,Course,0.9111107966252028,1.0
agile,https://www.coursera.org/learn/microsoft-azure-machine-learning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e4/c8781a127b4de5999d5d152e31113b/Microsoft-Azure-Machine-Learning-01.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Microsoft,Microsoft Azure Machine Learning,"list Unsupervised Learning, Microsoft Azure, Applied Machine Learning, MLOps (Machine Learning Operations), Regression Analysis, Predictive Modeling, Machine Learning, Classification And Regression Tree (CART), Artificial Intelligence, Supervised Learning, Data Transformation",4.4,227,10.0,4.99,1.0,Course,0.8329605280994413,1.0
agile,https://www.coursera.org/learn/microsoft-azure-machine-learning-for-data-scientist,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e4/c8781a127b4de5999d5d152e31113b/Microsoft-Azure-Machine-Learning-01.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Microsoft,Microsoft Azure Machine Learning for Data Scientists,"list Microsoft Azure, Unsupervised Learning, Databricks, MLOps (Machine Learning Operations), Applied Machine Learning, Data Ethics, Regression Analysis, Scikit Learn (Machine Learning Library), Predictive Modeling, Cloud Management, Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Supervised Learning, Application Deployment, Data Pipelines",4.3,163,10.0,4.99,2.0,Course,0.8005316251698731,2.0
agile,https://www.coursera.org/learn/machine-learning-with-apache-spark,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/94/7b292ac45a47d9b4c8e66033be2f8d/MicrosoftTeams-image-13-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,IBM,Machine Learning with Apache Spark,"list Apache Spark, Machine Learning Methods, Machine Learning Algorithms, Machine Learning, Generative AI, PySpark, Applied Machine Learning, Supervised Learning, Apache Hadoop, Data Pipelines, Unsupervised Learning, Feature Engineering, Data Processing, Extract, Transform, Load, Predictive Modeling, Data Transformation, Regression Analysis",4.5,96,10.0,4.99,2.0,Course,0.8265808848043918,2.0
agile,https://www.coursera.org/learn/machine-learning-capstone,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ee/853a2f965147e281828eeba0d044f7/Machine-Learning-Capstone-Project.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,IBM,Machine Learning Capstone,"list Exploratory Data Analysis, Unsupervised Learning, Supervised Learning, Data Analysis, Applied Machine Learning, Statistical Analysis, Data Presentation, Machine Learning, Scikit Learn (Machine Learning Library), Python Programming, Tensorflow, Regression Analysis, Keras (Neural Network Library), Deep Learning, Artificial Neural Networks, Web Applications",4.6,125,40.0,16.99,3.0,Course,0.8612546323876924,3.0
agile,https://www.coursera.org/learn/introduction-to-embedded-machine-learning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/14/e2c435561e4657bd6d914fa771948b/coursera-logo_1200x1200.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Edge Impulse,Introduction to Embedded Machine Learning,"list Embedded Software, Embedded Systems, Machine Learning, Machine Learning Algorithms, Artificial Neural Networks, Artificial Intelligence and Machine Learning (AI/ML), Data Ethics, Deep Learning, Supervised Learning",4.8,706,10.0,4.99,2.0,Course,0.9434884363345156,2.0
agile,https://www.coursera.org/learn/fundamental-machine-learning-healthcare,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/bd/692f6a70224b18afaaa54f5d07d686/FML-CourseImage-01.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Stanford University,Fundamentals of Machine Learning for Healthcare,"list Data Ethics, Applied Machine Learning, Machine Learning Algorithms, Machine Learning, Artificial Neural Networks, Medical Science and Research, Health Care, Artificial Intelligence and Machine Learning (AI/ML), Reinforcement Learning, Supervised Learning, Deep Learning, Predictive Modeling, Health Care Procedure and Regulation, Data Processing, Image Analysis, Natural Language Processing",4.8,539,40.0,16.99,1.0,Course,0.9406656300656554,1.0
agile,https://www.coursera.org/learn/machine-learning-applied,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/bd/5ffa7dc5044d0faf48167516ba55f1/ML-Intro-to-Machine-Learning_1.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Alberta Machine Intelligence Institute,Introduction to Applied Machine Learning,"list Data Ethics, Applied Machine Learning, Data Processing, Machine Learning Methods, Machine Learning, Supervised Learning, Data Modeling, Business Requirements, Data Quality, Business Analysis, Unsupervised Learning, Performance Metric",4.7,738,10.0,4.99,2.0,Course,0.9211509700598332,2.0
agile,https://www.coursera.org/learn/mlops-fundamentals,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ff/c2425dce1c49259904cb1974da2f42/new-ml-on-gcp-logo-1-.jpeg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Google Cloud,Machine Learning Operations (MLOps): Getting Started,"list MLOps (Machine Learning Operations), Google Cloud Platform, Cloud Management, DevOps, Continuous Deployment, CI/CD, Applied Machine Learning, Feature Engineering, Machine Learning, Automation, Data Processing",4.1,458,10.0,4.99,2.0,Course,0.7834304350655854,2.0
agile,https://www.coursera.org/specializations/machine-learning-algorithms-real-world,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/3d/fd254b9e74487dbed88315edfd0b5e/AMII-ML-Cog-Square.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Alberta Machine Intelligence Institute,Machine Learning: Algorithms in the Real World,"list Supervised Learning, Feature Engineering, Machine Learning Algorithms, Data Ethics, Applied Machine Learning, Data Quality, Data Processing, MLOps (Machine Learning Operations), Jupyter, Statistical Machine Learning, Machine Learning Methods, Data Validation, Machine Learning, Decision Tree Learning, Business Operations, Data Cleansing, Ethical Standards And Conduct, Classification And Regression Tree (CART), Data Transformation, Operational Analysis",4.6,1100,120.0,47.99,2.0,Course,0.9030492650554296,2.0
agile,https://www.coursera.org/learn/machine-learning-big-data-apache-spark,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/eb/3942fb8d2e4ad48ab23f26dbfde712/ScaleMLwBigData.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,IBM,Scalable Machine Learning on Big Data using Apache Spark,"list Apache Spark, PySpark, Applied Machine Learning, Big Data, Machine Learning Methods, Statistical Machine Learning, Data Storage, Machine Learning Algorithms, Machine Learning, Distributed Computing, Data Processing, Data Transformation, Statistical Analysis",3.8,1300,10.0,4.99,2.0,Course,0.7367938586833922,2.0
agile,https://www.coursera.org/professional-certificates/ibm-generative-ai-engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ca/1f2b5191954fdb867790ef74e8cbe3/200859-Logo-image.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,IBM,IBM Generative AI Engineering,"list Generative AI, Data Wrangling, Unit Testing, Supervised Learning, Feature Engineering, ChatGPT, Keras (Neural Network Library), Unsupervised Learning, Natural Language Processing, Data Cleansing, Jupyter, Data Analysis, Deep Learning, Data Manipulation, PyTorch (Machine Learning Library), Data Transformation, Artificial Intelligence, Data Import/Export, Data Ethics, Exploratory Data Analysis",4.6,83000,120.0,47.99,3.0,Certificate,0.9181925013460898,3.0
agile,https://www.coursera.org/learn/introduction-to-machine-learning-in-production,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a0/e380b37497433f8357a7a6953ee3cc/DeepLearning_MLEP_Banner_1000x1000.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,DeepLearning.AI,Machine Learning in Production,"list MLOps (Machine Learning Operations), Application Deployment, Continuous Deployment, Software Development Life Cycle, Machine Learning, Applied Machine Learning, Data Validation, Feature Engineering, Data Quality, Debugging, Continuous Monitoring, Data Pipelines",4.8,3200,10.0,4.99,2.0,Course,0.9528831721207888,2.0
ai,https://www.coursera.org/professional-certificates/ai-engineer,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a2/922bfdcbbe4ac1a413253209b11611/Professional-Certificate---AI-Engineering.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,IBM,IBM AI Engineering,"list PyTorch (Machine Learning Library), Supervised Learning, Feature Engineering, Generative AI, Keras (Neural Network Library), Jupyter, Unsupervised Learning, Natural Language Processing, Reinforcement Learning, Deep Learning, Scikit Learn (Machine Learning Library), Machine Learning Algorithms, Data Manipulation, Tensorflow, Python Programming, Verification And Validation, Applied Machine Learning, Artificial Neural Networks, Statistical Machine Learning, Data Processing",4.6,20000,120.0,47.99,3.0,Certificate,0.916278912525747,3.0
ai,https://www.coursera.org/learn/introduction-to-ai,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a7/edd3b41ddd45298d7bbcb04b19fba6/200766_Logo-Image_1200x1200pxl-copy-3.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,IBM,Introduction to Artificial Intelligence (AI),"list Artificial Intelligence, Generative AI, Data Ethics, OpenAI, Artificial Intelligence and Machine Learning (AI/ML), Deep Learning, Artificial Neural Networks, ChatGPT, Governance, Machine Learning, Business Transformation, Computer Vision, Emerging Technologies, Natural Language Processing",4.7,18000,10.0,4.99,1.0,Course,0.9365477207537634,1.0
ai,https://www.coursera.org/learn/ai-for-everyone,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/41/763803169e4d31a5e7611bc928124b/Course-Logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,DeepLearning.AI,AI For Everyone,"list Data Ethics, Market Opportunities, Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence, Team Building, Machine Learning, Strategic Thinking, Generative AI, Data Science, Deep Learning, Business Ethics, Artificial Neural Networks, Business Transformation",4.8,47000,10.0,4.99,1.0,Course,0.9582469780334496,1.0
ai,https://www.coursera.org/specializations/ai-healthcare,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/c0/7c9805bdef4f32a8b7aef5b5ba465e/Specialization-Image_600x600.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Stanford University,AI in Healthcare,"list Feature Engineering, Pharmaceuticals, Data Ethics, Clinical Data Management, Health Systems, Healthcare Industry Knowledge, Unstructured Data, Data Mining, Health Care, Applied Machine Learning, Electronic Medical Record, Machine Learning Algorithms, Machine Learning, Data Collection, Health Care Administration, Artificial Neural Networks, Medicare, Quality Improvement, Health Care Procedure and Regulation, Artificial Intelligence",4.7,2000,120.0,47.99,1.0,Course,0.9290955020536588,1.0
ai,https://www.coursera.org/specializations/ibm-intro-machine-learning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/8d/bb77a93c14433cb346ef97f5425c0a/ML_Graphic.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,IBM,IBM Introduction to Machine Learning,"list Exploratory Data Analysis, Unsupervised Learning, Supervised Learning, Feature Engineering, Dimensionality Reduction, Data Cleansing, Applied Machine Learning, Data Access, Regression Analysis, Data Analysis, Machine Learning, Statistical Inference, Statistical Hypothesis Testing, Data Quality, Machine Learning Algorithms, Classification And Regression Tree (CART), Scikit Learn (Machine Learning Library), Probability & Statistics, Jupyter, Predictive Modeling",4.6,2800,120.0,47.99,2.0,Course,0.9097092376824588,2.0
ai,https://www.coursera.org/professional-certificates/ibm-machine-learning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/78/0b8c921b6346f69278f39ba6ca8128/Professional-Certificate---IBM-Machine-Language.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,IBM,IBM Machine Learning,"list Exploratory Data Analysis, Unsupervised Learning, Supervised Learning, Feature Engineering, Generative AI, Dimensionality Reduction, Reinforcement Learning, Data Cleansing, Applied Machine Learning, Data Access, Deep Learning, Data Analysis, Regression Analysis, Machine Learning, Statistical Analysis, Statistical Inference, Statistical Hypothesis Testing, Machine Learning Algorithms, Classification And Regression Tree (CART), Scikit Learn (Machine Learning Library)",4.6,3000,120.0,47.99,3.0,Certificate,0.910076412216711,3.0
ai,https://www.coursera.org/specializations/machine-learning-introduction,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/3a/9d2a7af297483a845340bcfbac6f1e/MLS.course-banners-01_Course-Logo-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Multiple educators,Machine Learning,"list Unsupervised Learning, Supervised Learning, Artificial Intelligence and Machine Learning (AI/ML), Classification And Regression Tree (CART), Machine Learning Algorithms, Machine Learning, Jupyter, Applied Machine Learning, Data Ethics, Decision Tree Learning, Tensorflow, Scikit Learn (Machine Learning Library), NumPy, Predictive Modeling, Deep Learning, Artificial Intelligence, Reinforcement Learning, Random Forest Algorithm, Feature Engineering, Artificial Neural Networks",4.9,33000,40.0,16.99,1.0,Course,0.9784823539000734,1.0
ai,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/30/642985a29449dba4ed46240a482e3a/new-ml-on-gcp-logo.jpeg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Google Cloud,Preparing for Google Cloud Certification: Machine Learning Engineer,"list Feature Engineering, MLOps (Machine Learning Operations), Google Cloud Platform, Generative AI, Tensorflow, Keras (Neural Network Library), Apache Airflow, Cloud Infrastructure, Artificial Intelligence and Machine Learning (AI/ML), Data Pipelines, Systems Design, Data Management, Data Governance, Hybrid Cloud Computing, Workflow Management, Artificial Intelligence, Application Deployment, Cloud Management, DevOps, Systems Architecture",4.4,4800,120.0,47.99,3.0,Certificate,0.8708014063046318,3.0
ai,https://www.coursera.org/professional-certificates/ibm-generative-ai-engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ca/1f2b5191954fdb867790ef74e8cbe3/200859-Logo-image.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,IBM,IBM Generative AI Engineering,"list Generative AI, Data Wrangling, Unit Testing, Supervised Learning, Feature Engineering, ChatGPT, Keras (Neural Network Library), Unsupervised Learning, Natural Language Processing, Data Cleansing, Jupyter, Data Analysis, Deep Learning, Data Manipulation, PyTorch (Machine Learning Library), Data Transformation, Artificial Intelligence, Data Import/Export, Data Ethics, Exploratory Data Analysis",4.6,83000,120.0,47.99,3.0,Certificate,0.9181925013460898,3.0
ai,https://www.coursera.org/specializations/generative-ai-engineering-with-llms,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/de/ee8244ddab4cefa9db1fc87bbb3e9f/LLM-Specialization-Marketing-image.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,IBM,Generative AI Engineering with LLMs,"list Generative AI, Natural Language Processing, PyTorch (Machine Learning Library), Artificial Intelligence and Machine Learning (AI/ML), Artificial Neural Networks, Deep Learning, Text Mining, Application Development, Feature Engineering, Artificial Intelligence, Document Management, Machine Learning Methods, Jupyter, Data Processing, Tensorflow, Applied Machine Learning, Application Frameworks, Performance Tuning, Reinforcement Learning, Unstructured Data",4.5,340,120.0,47.99,2.0,Course,0.864761948990009,2.0
ai,https://www.coursera.org/learn/introduction-to-machine-learning-in-production,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a0/e380b37497433f8357a7a6953ee3cc/DeepLearning_MLEP_Banner_1000x1000.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,DeepLearning.AI,Machine Learning in Production,"list MLOps (Machine Learning Operations), Application Deployment, Continuous Deployment, Software Development Life Cycle, Machine Learning, Applied Machine Learning, Data Validation, Feature Engineering, Data Quality, Debugging, Continuous Monitoring, Data Pipelines",4.8,3200,10.0,4.99,2.0,Course,0.9528831721207888,2.0
ai,https://www.coursera.org/professional-certificates/tensorflow-in-practice,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ab/8699caa15e413a812e1257b6027f07/Specialization-Logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,DeepLearning.AI,DeepLearning.AI TensorFlow Developer,"list Tensorflow, Computer Vision, Image Analysis, Keras (Neural Network Library), Natural Language Processing, Time Series Analysis and Forecasting, Deep Learning, Applied Machine Learning, Predictive Modeling, Artificial Intelligence and Machine Learning (AI/ML), Artificial Neural Networks, Text Mining, Forecasting, Machine Learning, Supervised Learning, Data Processing, Data Transformation",4.7,25000,120.0,47.99,3.0,Certificate,0.9370821746936466,3.0
