skill,link,image_link,partner,title,course_skill,rating,num_review,difficulty,course_type,duration
microsoft powerpoint,https://www.coursera.org/learn/business-analysis-fundamentals,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/1a/80d9a569fe405d910c52e3e772489b/Business-Analysis-Fundamentals.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Microsoft,Business Analysis Fundamentals,"['Stakeholder Management', 'Business Analysis', 'Project Management', 'Analysis', 'Business Requirements', 'Risk Management', 'Microsoft Power Platform', 'Requirements Analysis', 'Problem Management']",4.7,649,Beginner,Course,1 - 4 Weeks
microsoft powerpoint,https://www.coursera.org/learn/data-for-business-analysts-using-microsoft-excel,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d8/09df7a882943c48189d1e4701329ab/Data-for-business-analysts.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,Microsoft,Data for Business Analysts Using Microsoft Excel,"['Excel Formulas', 'Microsoft Excel', 'Pivot Tables And Charts', 'Ad Hoc Reporting', 'Data Analysis', 'Data Presentation', 'Business Metrics', 'Data Cleansing', 'Data Manipulation']",4.6,178,Beginner,Course,1 - 3 Months
microsoft powerpoint,https://www.coursera.org/learn/data-and-business-process-modeling-with-microsoft-visio,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ee/71ed6337fc455aa112db25c1321657/Data-and-business-process-modeling.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Microsoft,Data and Business Process Modeling with Microsoft Visio,"['Process Flow Diagrams', 'Business Process Modeling', 'Data Modeling', 'Microsoft Visio', 'Business Process', 'Business Analysis', 'Process Mapping', 'Database Design', 'Data Visualization', 'Dataflow']",4.4,79,Beginner,Course,1 - 4 Weeks
microsoft powerpoint,https://www.coursera.org/specializations/microsoft-power-platform-fundamentals,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/c6/fd70e228cf4c8387918108c0b769b9/PL-900-4.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Microsoft,Microsoft Power Platform Fundamentals PL-900 Exam Prep,"['Microsoft Power Platform', 'Microsoft Power Automate/Flow', 'Power BI', 'Dashboard', 'Data Visualization', 'Data Integration', 'Business Intelligence', 'Business Process Automation', 'Productivity Software', 'Application Development', 'Microsoft 365', 'Platform As A Service (PaaS)', 'Performance Analysis', 'Data Security', 'Data Store', 'Workflow Management', 'Cloud Applications', 'Data Analysis Software', 'Business Process', 'Microsoft Teams']",4.3,136,Beginner,Specialization,1 - 3 Months
microsoft powerpoint,https://www.coursera.org/learn/microsoft-excel-work-smarter,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e5/4c0dd713a744f89b24c72d4390601a/Excel-01.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Microsoft,Work Smarter with Microsoft Excel,"['Microsoft Excel', 'Excel Formulas', 'Data Visualization', 'Spreadsheet Software', 'Microsoft 365', 'Productivity Software', 'Data Analysis Software', 'Data Import/Export', 'Data Management', 'File Management']",4.7,2800,Beginner,Course,1 - 3 Months
microsoft powerpoint,https://www.coursera.org/projects/data-visualization-in-microsoft-powerpoint,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/53/499f1a85d2433dadb1000461d813b3/Untitled-1200-x-600-px-500-x-500-px-800-x-800-px-7-.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Coursera Project Network,Data Visualization in Microsoft PowerPoint,"['Microsoft PowerPoint', 'Presentations', 'Data Presentation', 'Data Visualization', 'Communication Strategies']",4.3,32,Beginner,Guided Project,Less Than 2 Hours
microsoft powerpoint,https://www.coursera.org/learn/microsoft-power-platform-fundamentals,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a2/8da42403544bc9a30358150f69f601/MicrosoftTeams-image-2-.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Microsoft,Microsoft Power Platform Fundamentals,"['Microsoft Power Platform', 'Power BI', 'Dashboard', 'Data Visualization', 'Business Process Automation', 'Business Intelligence', 'Workflow Management', 'Business Process', 'Application Development', 'Productivity Software', 'Data Modeling', 'ChatGPT', 'Customer Engagement']",4.3,147,Beginner,Course,1 - 3 Months
microsoft powerpoint,https://www.coursera.org/projects/introduction-data-analysis-microsoft-excel,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/bc/dd4f095a8c426fa8fe044d1a756344/Diseno-sin-titulo-6-.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Coursera Project Network,Introduction to Data Analysis using Microsoft Excel,"['Microsoft Excel', 'Excel Formulas', 'Spreadsheet Software', 'Pivot Tables And Charts', 'Data Analysis', 'Data Manipulation', 'Data Mining']",4.7,3900,Intermediate,Guided Project,Less Than 2 Hours
microsoft powerpoint,https://www.coursera.org/learn/preparing-data-for-analysis-with-microsoft-excel,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f7/7cf8ba25554515af9817c327cfb4bc/Course-3.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Microsoft,Preparing  Data for Analysis with Microsoft Excel,"['Excel Formulas', 'Microsoft Excel', 'Spreadsheet Software', 'Power BI', 'Microsoft Power Platform', 'Data Analysis', 'Pivot Tables And Charts', 'Data Cleansing', 'Data Manipulation']",4.7,4200,Beginner,Course,1 - 4 Weeks
microsoft powerpoint,https://www.coursera.org/projects/microsoft-copilot-create-a-powerpoint-presentation-using-ai,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/de/ea11909ba44200a5470c34938ad384/Screenshot-2024-05-01-at-20-23-08-SLIDES---Microsoft-Copilot-Create-a-Powerpoint-Presentation-using-AI.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Coursera Project Network,Copilot for Beginners: Create a Powerpoint Presentation,"['Microsoft PowerPoint', 'Presentations', 'Productivity Software', 'Microsoft 365', 'Microsoft Word', 'Generative AI', 'Artificial Intelligence', 'Content Creation', 'Content Development and Management']",4.7,17,Beginner,Guided Project,Less Than 2 Hours
microsoft powerpoint,https://www.coursera.org/specializations/pwc-analytics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2a/50c800335611e6a7800fb6ff2f8eb2/PwC_fl_c.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,PwC,Data Analysis and Presentation Skills: the PwC Approach,"['Analytics', 'Business Analytics', 'Data Analysis', 'Microsoft PowerPoint', 'Data Presentation', 'Presentations', 'Excel Formulas', 'Data-Driven Decision-Making', 'Dashboard', 'Data Storytelling', 'Business Intelligence', 'Microsoft Excel', 'Customer Analysis', 'Data Visualization', 'Data Visualization Software', 'Big Data', 'Target Market', 'Data Cleansing', 'Public Speaking', 'Spreadsheet Software']",4.6,11000,Beginner,Specialization,3 - 6 Months
microsoft powerpoint,https://www.coursera.org/learn/microsoft-pl-300-exam-preparation-and-practice,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/3b/12d8a531d04e2fa9196161226c71d6/Course-9.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Microsoft,Microsoft PL-300 Exam Preparation and Practice,"['Power BI', 'Data Visualization Software', 'Data Storytelling', 'Data Modeling', 'Data Analysis', 'Business Intelligence', 'Microsoft Azure', 'Data Transformation', 'Data Cleansing', 'Data Management', 'Generative AI']",4.6,415,Beginner,Course,1 - 3 Months
microsoft powerpoint,https://www.coursera.org/learn/microsoft-word-work-smarter,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/66/5f795005e443ba98eda400e7991cf9/Word-01.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,Microsoft,Work Smarter with Microsoft Word,"['Microsoft Word', 'Microsoft 365', 'Microsoft PowerPoint', 'Microsoft Outlook', 'Proofreading', 'Document Management', 'Technical Documentation', 'Microsoft Windows', 'Presentations', 'Writing', 'Editing', 'Microsoft Excel']",4.7,1900,Beginner,Course,1 - 3 Months
microsoft powerpoint,https://www.coursera.org/learn/powerpoint-presentations,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8c/2b7d30325811e681e6edcd070946db/PwC_fl_c.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265,PwC,Effective Business Presentations with Powerpoint,"['Microsoft PowerPoint', 'Presentations', 'Data Storytelling', 'Public Speaking', 'Business Communication', 'Data Visualization', 'Storytelling', 'Executive Presence', 'Peer Review', 'Constructive Feedback', 'Target Audience']",4.5,1100,Beginner,Course,1 - 4 Weeks
